"COU","POL","VAR","YEA","Unit Code","PowerCode Code","Reference Period Code","Value","Flag Codes"
"AUS","GHG","TOTAL","1990","T_CO2_EQVT","3",,420315.323,
"AUS","GHG","TOTAL","1991","T_CO2_EQVT","3",,421381.463,
"AUS","GHG","TOTAL","1992","T_CO2_EQVT","3",,425702.483,
"AUS","GHG","TOTAL","1993","T_CO2_EQVT","3",,426232.23,
"AUS","GHG","TOTAL","1994","T_CO2_EQVT","3",,426304.968,
"AUS","GHG","TOTAL","1995","T_CO2_EQVT","3",,434912.951,
"AUS","GHG","TOTAL","1996","T_CO2_EQVT","3",,442506.139,
"AUS","GHG","TOTAL","1997","T_CO2_EQVT","3",,454629.299,
"AUS","GHG","TOTAL","1998","T_CO2_EQVT","3",,468405.894,
"AUS","GHG","TOTAL","1999","T_CO2_EQVT","3",,474027.428,
"AUS","GHG","TOTAL","2000","T_CO2_EQVT","3",,485018.616,
"AUS","GHG","TOTAL","2001","T_CO2_EQVT","3",,492461.681,
"AUS","GHG","TOTAL","2002","T_CO2_EQVT","3",,496318.641,
"AUS","GHG","TOTAL","2003","T_CO2_EQVT","3",,498118.962,
"AUS","GHG","TOTAL","2004","T_CO2_EQVT","3",,515931.287,
"AUS","GHG","TOTAL","2005","T_CO2_EQVT","3",,521801.01,
"AUS","GHG","TOTAL","2006","T_CO2_EQVT","3",,526437.29,
"AUS","GHG","TOTAL","2007","T_CO2_EQVT","3",,533138.415,
"AUS","GHG","TOTAL","2008","T_CO2_EQVT","3",,537031.992,
"AUS","GHG","TOTAL","2009","T_CO2_EQVT","3",,540913.37,
"AUS","GHG","TOTAL","2010","T_CO2_EQVT","3",,537275.249,
"AUS","GHG","TOTAL","2011","T_CO2_EQVT","3",,538280.611,
"AUS","GHG","TOTAL","2012","T_CO2_EQVT","3",,540615.865,
"AUS","GHG","TOTAL","2013","T_CO2_EQVT","3",,530433.519,
"AUS","GHG","TOTAL","2014","T_CO2_EQVT","3",,524957.101,
"AUS","GHG","TOTAL","2015","T_CO2_EQVT","3",,535173.674,
"AUS","GHG","TOTAL","2016","T_CO2_EQVT","3",,546771.76,
"AUS","GHG","TOTAL","2017","T_CO2_EQVT","3",,554126.561,
"AUS","GHG","INDEX_1990","1990","IDX","0",,100,
"AUS","GHG","INDEX_1990","1991","IDX","0",,100.254,
"AUS","GHG","INDEX_1990","1992","IDX","0",,101.282,
"AUS","GHG","INDEX_1990","1993","IDX","0",,101.408,
"AUS","GHG","INDEX_1990","1994","IDX","0",,101.425,
"AUS","GHG","INDEX_1990","1995","IDX","0",,103.473,
"AUS","GHG","INDEX_1990","1996","IDX","0",,105.28,
"AUS","GHG","INDEX_1990","1997","IDX","0",,108.164,
"AUS","GHG","INDEX_1990","1998","IDX","0",,111.442,
"AUS","GHG","INDEX_1990","1999","IDX","0",,112.779,
"AUS","GHG","INDEX_1990","2000","IDX","0",,115.394,
"AUS","GHG","INDEX_1990","2001","IDX","0",,117.165,
"AUS","GHG","INDEX_1990","2002","IDX","0",,118.082,
"AUS","GHG","INDEX_1990","2003","IDX","0",,118.511,
"AUS","GHG","INDEX_1990","2004","IDX","0",,122.749,
"AUS","GHG","INDEX_1990","2005","IDX","0",,124.145,
"AUS","GHG","INDEX_1990","2006","IDX","0",,125.248,
"AUS","GHG","INDEX_1990","2007","IDX","0",,126.842,
"AUS","GHG","INDEX_1990","2008","IDX","0",,127.769,
"AUS","GHG","INDEX_1990","2009","IDX","0",,128.692,
"AUS","GHG","INDEX_1990","2010","IDX","0",,127.827,
"AUS","GHG","INDEX_1990","2011","IDX","0",,128.066,
"AUS","GHG","INDEX_1990","2012","IDX","0",,128.621,
"AUS","GHG","INDEX_1990","2013","IDX","0",,126.199,
"AUS","GHG","INDEX_1990","2014","IDX","0",,124.896,
"AUS","GHG","INDEX_1990","2015","IDX","0",,127.327,
"AUS","GHG","INDEX_1990","2016","IDX","0",,130.086,
"AUS","GHG","INDEX_1990","2017","IDX","0",,131.836,
"AUS","GHG","GHG_CAP","1990","KG_HAB","3",,24.782,
"AUS","GHG","GHG_CAP","1991","KG_HAB","3",,24.514,
"AUS","GHG","GHG_CAP","1992","KG_HAB","3",,24.463,
"AUS","GHG","GHG_CAP","1993","KG_HAB","3",,24.213,
"AUS","GHG","GHG_CAP","1994","KG_HAB","3",,23.952,
"AUS","GHG","GHG_CAP","1995","KG_HAB","3",,24.171,
"AUS","GHG","GHG_CAP","1996","KG_HAB","3",,24.328,
"AUS","GHG","GHG_CAP","1997","KG_HAB","3",,24.725,
"AUS","GHG","GHG_CAP","1998","KG_HAB","3",,25.201,
"AUS","GHG","GHG_CAP","1999","KG_HAB","3",,25.23,
"AUS","GHG","GHG_CAP","2000","KG_HAB","3",,25.539,
"AUS","GHG","GHG_CAP","2001","KG_HAB","3",,25.656,
"AUS","GHG","GHG_CAP","2002","KG_HAB","3",,25.582,
"AUS","GHG","GHG_CAP","2003","KG_HAB","3",,25.383,
"AUS","GHG","GHG_CAP","2004","KG_HAB","3",,25.953,
"AUS","GHG","GHG_CAP","2005","KG_HAB","3",,25.859,
"AUS","GHG","GHG_CAP","2006","KG_HAB","3",,25.647,
"AUS","GHG","GHG_CAP","2007","KG_HAB","3",,25.489,
"AUS","GHG","GHG_CAP","2008","KG_HAB","3",,25.175,
"AUS","GHG","GHG_CAP","2009","KG_HAB","3",,24.869,
"AUS","GHG","GHG_CAP","2010","KG_HAB","3",,24.251,
"AUS","GHG","GHG_CAP","2011","KG_HAB","3",,23.883,
"AUS","GHG","GHG_CAP","2012","KG_HAB","3",,23.604,
"AUS","GHG","GHG_CAP","2013","KG_HAB","3",,22.81,
"AUS","GHG","GHG_CAP","2014","KG_HAB","3",,22.247,
"AUS","GHG","GHG_CAP","2015","KG_HAB","3",,22.362,
"AUS","GHG","GHG_CAP","2016","KG_HAB","3",,22.535,
"AUS","GHG","GHG_CAP","2017","KG_HAB","3",,22.54,
"AUS","CO2","TOTAL","1990","T_CO2_EQVT","3",,278424.376,
"AUS","CO2","TOTAL","1991","T_CO2_EQVT","3",,279872.364,
"AUS","CO2","TOTAL","1992","T_CO2_EQVT","3",,284912.124,
"AUS","CO2","TOTAL","1993","T_CO2_EQVT","3",,289234.856,
"AUS","CO2","TOTAL","1994","T_CO2_EQVT","3",,294014.61,
"AUS","CO2","TOTAL","1995","T_CO2_EQVT","3",,305409.799,
"AUS","CO2","TOTAL","1996","T_CO2_EQVT","3",,312361.21,
"AUS","CO2","TOTAL","1997","T_CO2_EQVT","3",,320794.696,
"AUS","CO2","TOTAL","1998","T_CO2_EQVT","3",,334684.107,
"AUS","CO2","TOTAL","1999","T_CO2_EQVT","3",,344063.336,
"AUS","CO2","TOTAL","2000","T_CO2_EQVT","3",,350194.582,
"AUS","CO2","TOTAL","2001","T_CO2_EQVT","3",,357668.743,
"AUS","CO2","TOTAL","2002","T_CO2_EQVT","3",,362209.094,
"AUS","CO2","TOTAL","2003","T_CO2_EQVT","3",,369725.553,
"AUS","CO2","TOTAL","2004","T_CO2_EQVT","3",,383204.651,
"AUS","CO2","TOTAL","2005","T_CO2_EQVT","3",,386514.917,
"AUS","CO2","TOTAL","2006","T_CO2_EQVT","3",,392681.873,
"AUS","CO2","TOTAL","2007","T_CO2_EQVT","3",,400415.409,
"AUS","CO2","TOTAL","2008","T_CO2_EQVT","3",,405048.537,
"AUS","CO2","TOTAL","2009","T_CO2_EQVT","3",,408344.935,
"AUS","CO2","TOTAL","2010","T_CO2_EQVT","3",,406425.942,
"AUS","CO2","TOTAL","2011","T_CO2_EQVT","3",,404263.695,
"AUS","CO2","TOTAL","2012","T_CO2_EQVT","3",,406986.985,
"AUS","CO2","TOTAL","2013","T_CO2_EQVT","3",,398051.591,
"AUS","CO2","TOTAL","2014","T_CO2_EQVT","3",,393288.532,
"AUS","CO2","TOTAL","2015","T_CO2_EQVT","3",,402537.565,
"AUS","CO2","TOTAL","2016","T_CO2_EQVT","3",,413157.392,
"AUS","CO2","TOTAL","2017","T_CO2_EQVT","3",,417041.278,
"AUS","CH4","TOTAL","1990","T_CO2_EQVT","3",,120080.856,
"AUS","CH4","TOTAL","1991","T_CO2_EQVT","3",,120042.187,
"AUS","CH4","TOTAL","1992","T_CO2_EQVT","3",,119577.735,
"AUS","CH4","TOTAL","1993","T_CO2_EQVT","3",,116087.858,
"AUS","CH4","TOTAL","1994","T_CO2_EQVT","3",,112851.972,
"AUS","CH4","TOTAL","1995","T_CO2_EQVT","3",,111415.614,
"AUS","CH4","TOTAL","1996","T_CO2_EQVT","3",,111548.447,
"AUS","CH4","TOTAL","1997","T_CO2_EQVT","3",,114369.354,
"AUS","CH4","TOTAL","1998","T_CO2_EQVT","3",,113317.616,
"AUS","CH4","TOTAL","1999","T_CO2_EQVT","3",,109246.804,
"AUS","CH4","TOTAL","2000","T_CO2_EQVT","3",,112760.681,
"AUS","CH4","TOTAL","2001","T_CO2_EQVT","3",,111201.793,
"AUS","CH4","TOTAL","2002","T_CO2_EQVT","3",,109437.2,
"AUS","CH4","TOTAL","2003","T_CO2_EQVT","3",,104285.452,
"AUS","CH4","TOTAL","2004","T_CO2_EQVT","3",,106239.983,
"AUS","CH4","TOTAL","2005","T_CO2_EQVT","3",,107932.626,
"AUS","CH4","TOTAL","2006","T_CO2_EQVT","3",,107404.083,
"AUS","CH4","TOTAL","2007","T_CO2_EQVT","3",,107117.623,
"AUS","CH4","TOTAL","2008","T_CO2_EQVT","3",,105458.655,
"AUS","CH4","TOTAL","2009","T_CO2_EQVT","3",,104534.884,
"AUS","CH4","TOTAL","2010","T_CO2_EQVT","3",,102500.678,
"AUS","CH4","TOTAL","2011","T_CO2_EQVT","3",,104377.889,
"AUS","CH4","TOTAL","2012","T_CO2_EQVT","3",,103741.188,
"AUS","CH4","TOTAL","2013","T_CO2_EQVT","3",,102966.818,
"AUS","CH4","TOTAL","2014","T_CO2_EQVT","3",,100888.746,
"AUS","CH4","TOTAL","2015","T_CO2_EQVT","3",,101348.199,
"AUS","CH4","TOTAL","2016","T_CO2_EQVT","3",,102048.5,
"AUS","CH4","TOTAL","2017","T_CO2_EQVT","3",,103602.316,
"AUS","N2O","TOTAL","1990","T_CO2_EQVT","3",,15557.835,
"AUS","N2O","TOTAL","1991","T_CO2_EQVT","3",,15192.143,
"AUS","N2O","TOTAL","1992","T_CO2_EQVT","3",,15018.045,
"AUS","N2O","TOTAL","1993","T_CO2_EQVT","3",,15487.246,
"AUS","N2O","TOTAL","1994","T_CO2_EQVT","3",,15951.007,
"AUS","N2O","TOTAL","1995","T_CO2_EQVT","3",,15236.455,
"AUS","N2O","TOTAL","1996","T_CO2_EQVT","3",,16482.819,
"AUS","N2O","TOTAL","1997","T_CO2_EQVT","3",,17265.097,
"AUS","N2O","TOTAL","1998","T_CO2_EQVT","3",,17505.156,
"AUS","N2O","TOTAL","1999","T_CO2_EQVT","3",,17992.4,
"AUS","N2O","TOTAL","2000","T_CO2_EQVT","3",,18949.911,
"AUS","N2O","TOTAL","2001","T_CO2_EQVT","3",,19263.36,
"AUS","N2O","TOTAL","2002","T_CO2_EQVT","3",,19793.73,
"AUS","N2O","TOTAL","2003","T_CO2_EQVT","3",,18615.962,
"AUS","N2O","TOTAL","2004","T_CO2_EQVT","3",,20275.004,
"AUS","N2O","TOTAL","2005","T_CO2_EQVT","3",,20362.789,
"AUS","N2O","TOTAL","2006","T_CO2_EQVT","3",,20311.5,
"AUS","N2O","TOTAL","2007","T_CO2_EQVT","3",,18781.392,
"AUS","N2O","TOTAL","2008","T_CO2_EQVT","3",,19057.994,
"AUS","N2O","TOTAL","2009","T_CO2_EQVT","3",,19418.933,
"AUS","N2O","TOTAL","2010","T_CO2_EQVT","3",,19311.914,
"AUS","N2O","TOTAL","2011","T_CO2_EQVT","3",,20048.266,
"AUS","N2O","TOTAL","2012","T_CO2_EQVT","3",,20385.223,
"AUS","N2O","TOTAL","2013","T_CO2_EQVT","3",,19213.958,
"AUS","N2O","TOTAL","2014","T_CO2_EQVT","3",,19647.367,
"AUS","N2O","TOTAL","2015","T_CO2_EQVT","3",,19143.996,
"AUS","N2O","TOTAL","2016","T_CO2_EQVT","3",,19172.497,
"AUS","N2O","TOTAL","2017","T_CO2_EQVT","3",,20851.184,
"AUS","HFC","TOTAL","1990","T_CO2_EQVT","3",,1424.684,
"AUS","HFC","TOTAL","1991","T_CO2_EQVT","3",,1424.684,
"AUS","HFC","TOTAL","1992","T_CO2_EQVT","3",,1333.184,
"AUS","HFC","TOTAL","1993","T_CO2_EQVT","3",,1829.872,
"AUS","HFC","TOTAL","1994","T_CO2_EQVT","3",,1027.344,
"AUS","HFC","TOTAL","1995","T_CO2_EQVT","3",,1004.032,
"AUS","HFC","TOTAL","1996","T_CO2_EQVT","3",,414.171,
"AUS","HFC","TOTAL","1997","T_CO2_EQVT","3",,705.228,
"AUS","HFC","TOTAL","1998","T_CO2_EQVT","3",,998.29,
"AUS","HFC","TOTAL","1999","T_CO2_EQVT","3",,1374.54,
"AUS","HFC","TOTAL","2000","T_CO2_EQVT","3",,1613.953,
"AUS","HFC","TOTAL","2001","T_CO2_EQVT","3",,2307.108,
"AUS","HFC","TOTAL","2002","T_CO2_EQVT","3",,2925.898,
"AUS","HFC","TOTAL","2003","T_CO2_EQVT","3",,3578.897,
"AUS","HFC","TOTAL","2004","T_CO2_EQVT","3",,4267.137,
"AUS","HFC","TOTAL","2005","T_CO2_EQVT","3",,5002.762,
"AUS","HFC","TOTAL","2006","T_CO2_EQVT","3",,5166.706,
"AUS","HFC","TOTAL","2007","T_CO2_EQVT","3",,6066.186,
"AUS","HFC","TOTAL","2008","T_CO2_EQVT","3",,6858.964,
"AUS","HFC","TOTAL","2009","T_CO2_EQVT","3",,8109.073,
"AUS","HFC","TOTAL","2010","T_CO2_EQVT","3",,8610.656,
"AUS","HFC","TOTAL","2011","T_CO2_EQVT","3",,9148.67,
"AUS","HFC","TOTAL","2012","T_CO2_EQVT","3",,9060.089,
"AUS","HFC","TOTAL","2013","T_CO2_EQVT","3",,9867.318,
"AUS","HFC","TOTAL","2014","T_CO2_EQVT","3",,10784.753,
"AUS","HFC","TOTAL","2015","T_CO2_EQVT","3",,11801.652,
"AUS","HFC","TOTAL","2016","T_CO2_EQVT","3",,11982.601,
"AUS","HFC","TOTAL","2017","T_CO2_EQVT","3",,12252.937,
"AUS","PFC","TOTAL","1990","T_CO2_EQVT","3",,4607.013,
"AUS","PFC","TOTAL","1991","T_CO2_EQVT","3",,4610.743,
"AUS","PFC","TOTAL","1992","T_CO2_EQVT","3",,4603.283,
"AUS","PFC","TOTAL","1993","T_CO2_EQVT","3",,3315.528,
"AUS","PFC","TOTAL","1994","T_CO2_EQVT","3",,2164.429,
"AUS","PFC","TOTAL","1995","T_CO2_EQVT","3",,1530.836,
"AUS","PFC","TOTAL","1996","T_CO2_EQVT","3",,1410.395,
"AUS","PFC","TOTAL","1997","T_CO2_EQVT","3",,1228.151,
"AUS","PFC","TOTAL","1998","T_CO2_EQVT","3",,1660.519,
"AUS","PFC","TOTAL","1999","T_CO2_EQVT","3",,1139.059,
"AUS","PFC","TOTAL","2000","T_CO2_EQVT","3",,1287.062,
"AUS","PFC","TOTAL","2001","T_CO2_EQVT","3",,1801.882,
"AUS","PFC","TOTAL","2002","T_CO2_EQVT","3",,1727.623,
"AUS","PFC","TOTAL","2003","T_CO2_EQVT","3",,1683.985,
"AUS","PFC","TOTAL","2004","T_CO2_EQVT","3",,1713.849,
"AUS","PFC","TOTAL","2005","T_CO2_EQVT","3",,1791.701,
"AUS","PFC","TOTAL","2006","T_CO2_EQVT","3",,687.06,
"AUS","PFC","TOTAL","2007","T_CO2_EQVT","3",,582.677,
"AUS","PFC","TOTAL","2008","T_CO2_EQVT","3",,444.517,
"AUS","PFC","TOTAL","2009","T_CO2_EQVT","3",,358.552,
"AUS","PFC","TOTAL","2010","T_CO2_EQVT","3",,283.315,
"AUS","PFC","TOTAL","2011","T_CO2_EQVT","3",,301.305,
"AUS","PFC","TOTAL","2012","T_CO2_EQVT","3",,294.883,
"AUS","PFC","TOTAL","2013","T_CO2_EQVT","3",,192.001,
"AUS","PFC","TOTAL","2014","T_CO2_EQVT","3",,192.536,
"AUS","PFC","TOTAL","2015","T_CO2_EQVT","3",,171.324,
"AUS","PFC","TOTAL","2016","T_CO2_EQVT","3",,224.924,
"AUS","PFC","TOTAL","2017","T_CO2_EQVT","3",,202.626,
"AUS","SF6","TOTAL","1990","T_CO2_EQVT","3",,220.56,
"AUS","SF6","TOTAL","1991","T_CO2_EQVT","3",,239.342,
"AUS","SF6","TOTAL","1992","T_CO2_EQVT","3",,258.112,
"AUS","SF6","TOTAL","1993","T_CO2_EQVT","3",,276.869,
"AUS","SF6","TOTAL","1994","T_CO2_EQVT","3",,295.606,
"AUS","SF6","TOTAL","1995","T_CO2_EQVT","3",,316.215,
"AUS","SF6","TOTAL","1996","T_CO2_EQVT","3",,289.098,
"AUS","SF6","TOTAL","1997","T_CO2_EQVT","3",,266.773,
"AUS","SF6","TOTAL","1998","T_CO2_EQVT","3",,240.207,
"AUS","SF6","TOTAL","1999","T_CO2_EQVT","3",,211.289,
"AUS","SF6","TOTAL","2000","T_CO2_EQVT","3",,212.427,
"AUS","SF6","TOTAL","2001","T_CO2_EQVT","3",,218.796,
"AUS","SF6","TOTAL","2002","T_CO2_EQVT","3",,225.095,
"AUS","SF6","TOTAL","2003","T_CO2_EQVT","3",,229.114,
"AUS","SF6","TOTAL","2004","T_CO2_EQVT","3",,230.665,
"AUS","SF6","TOTAL","2005","T_CO2_EQVT","3",,196.216,
"AUS","SF6","TOTAL","2006","T_CO2_EQVT","3",,186.069,
"AUS","SF6","TOTAL","2007","T_CO2_EQVT","3",,175.128,
"AUS","SF6","TOTAL","2008","T_CO2_EQVT","3",,163.325,
"AUS","SF6","TOTAL","2009","T_CO2_EQVT","3",,146.993,
"AUS","SF6","TOTAL","2010","T_CO2_EQVT","3",,142.744,
"AUS","SF6","TOTAL","2011","T_CO2_EQVT","3",,140.786,
"AUS","SF6","TOTAL","2012","T_CO2_EQVT","3",,147.496,
"AUS","SF6","TOTAL","2013","T_CO2_EQVT","3",,141.832,
"AUS","SF6","TOTAL","2014","T_CO2_EQVT","3",,155.168,
"AUS","SF6","TOTAL","2015","T_CO2_EQVT","3",,170.938,
"AUS","SF6","TOTAL","2016","T_CO2_EQVT","3",,185.847,
"AUS","SF6","TOTAL","2017","T_CO2_EQVT","3",,176.22,
"AUT","GHG","TOTAL","1990","T_CO2_EQVT","3",,78670.344,
"AUT","GHG","TOTAL","1991","T_CO2_EQVT","3",,82349.314,
"AUT","GHG","TOTAL","1992","T_CO2_EQVT","3",,75750.433,
"AUT","GHG","TOTAL","1993","T_CO2_EQVT","3",,75932.297,
"AUT","GHG","TOTAL","1994","T_CO2_EQVT","3",,76206.72,
"AUT","GHG","TOTAL","1995","T_CO2_EQVT","3",,79584.034,
"AUT","GHG","TOTAL","1996","T_CO2_EQVT","3",,82874.665,
"AUT","GHG","TOTAL","1997","T_CO2_EQVT","3",,82405.08,
"AUT","GHG","TOTAL","1998","T_CO2_EQVT","3",,81702.155,
"AUT","GHG","TOTAL","1999","T_CO2_EQVT","3",,80105.179,
"AUT","GHG","TOTAL","2000","T_CO2_EQVT","3",,80414.98,
"AUT","GHG","TOTAL","2001","T_CO2_EQVT","3",,84324.341,
"AUT","GHG","TOTAL","2002","T_CO2_EQVT","3",,86110.742,
"AUT","GHG","TOTAL","2003","T_CO2_EQVT","3",,91788.393,
"AUT","GHG","TOTAL","2004","T_CO2_EQVT","3",,91382.837,
"AUT","GHG","TOTAL","2005","T_CO2_EQVT","3",,92566.556,
"AUT","GHG","TOTAL","2006","T_CO2_EQVT","3",,90117.311,
"AUT","GHG","TOTAL","2007","T_CO2_EQVT","3",,87472.735,
"AUT","GHG","TOTAL","2008","T_CO2_EQVT","3",,86816.181,
"AUT","GHG","TOTAL","2009","T_CO2_EQVT","3",,80328.502,
"AUT","GHG","TOTAL","2010","T_CO2_EQVT","3",,84753.257,
"AUT","GHG","TOTAL","2011","T_CO2_EQVT","3",,82460.3,
"AUT","GHG","TOTAL","2012","T_CO2_EQVT","3",,79811.325,
"AUT","GHG","TOTAL","2013","T_CO2_EQVT","3",,80352.532,
"AUT","GHG","TOTAL","2014","T_CO2_EQVT","3",,76679.763,
"AUT","GHG","TOTAL","2015","T_CO2_EQVT","3",,78897.253,
"AUT","GHG","TOTAL","2016","T_CO2_EQVT","3",,79596.112,
"AUT","GHG","TOTAL","2017","T_CO2_EQVT","3",,82261.468,
"AUT","GHG","INDEX_1990","1990","IDX","0",,100,
"AUT","GHG","INDEX_1990","1991","IDX","0",,104.676,
"AUT","GHG","INDEX_1990","1992","IDX","0",,96.288,
"AUT","GHG","INDEX_1990","1993","IDX","0",,96.52,
"AUT","GHG","INDEX_1990","1994","IDX","0",,96.868,
"AUT","GHG","INDEX_1990","1995","IDX","0",,101.161,
"AUT","GHG","INDEX_1990","1996","IDX","0",,105.344,
"AUT","GHG","INDEX_1990","1997","IDX","0",,104.747,
"AUT","GHG","INDEX_1990","1998","IDX","0",,103.854,
"AUT","GHG","INDEX_1990","1999","IDX","0",,101.824,
"AUT","GHG","INDEX_1990","2000","IDX","0",,102.218,
"AUT","GHG","INDEX_1990","2001","IDX","0",,107.187,
"AUT","GHG","INDEX_1990","2002","IDX","0",,109.458,
"AUT","GHG","INDEX_1990","2003","IDX","0",,116.675,
"AUT","GHG","INDEX_1990","2004","IDX","0",,116.159,
"AUT","GHG","INDEX_1990","2005","IDX","0",,117.664,
"AUT","GHG","INDEX_1990","2006","IDX","0",,114.551,
"AUT","GHG","INDEX_1990","2007","IDX","0",,111.189,
"AUT","GHG","INDEX_1990","2008","IDX","0",,110.354,
"AUT","GHG","INDEX_1990","2009","IDX","0",,102.108,
"AUT","GHG","INDEX_1990","2010","IDX","0",,107.732,
"AUT","GHG","INDEX_1990","2011","IDX","0",,104.818,
"AUT","GHG","INDEX_1990","2012","IDX","0",,101.45,
"AUT","GHG","INDEX_1990","2013","IDX","0",,102.138,
"AUT","GHG","INDEX_1990","2014","IDX","0",,97.47,
"AUT","GHG","INDEX_1990","2015","IDX","0",,100.288,
"AUT","GHG","INDEX_1990","2016","IDX","0",,101.177,
"AUT","GHG","INDEX_1990","2017","IDX","0",,104.565,
"AUT","GHG","GHG_CAP","1990","KG_HAB","3",,10.185,
"AUT","GHG","GHG_CAP","1991","KG_HAB","3",,10.595,
"AUT","GHG","GHG_CAP","1992","KG_HAB","3",,9.673,
"AUT","GHG","GHG_CAP","1993","KG_HAB","3",,9.621,
"AUT","GHG","GHG_CAP","1994","KG_HAB","3",,9.589,
"AUT","GHG","GHG_CAP","1995","KG_HAB","3",,9.96,
"AUT","GHG","GHG_CAP","1996","KG_HAB","3",,10.336,
"AUT","GHG","GHG_CAP","1997","KG_HAB","3",,10.258,
"AUT","GHG","GHG_CAP","1998","KG_HAB","3",,10.161,
"AUT","GHG","GHG_CAP","1999","KG_HAB","3",,9.95,
"AUT","GHG","GHG_CAP","2000","KG_HAB","3",,9.966,
"AUT","GHG","GHG_CAP","2001","KG_HAB","3",,10.413,
"AUT","GHG","GHG_CAP","2002","KG_HAB","3",,10.586,
"AUT","GHG","GHG_CAP","2003","KG_HAB","3",,11.227,
"AUT","GHG","GHG_CAP","2004","KG_HAB","3",,11.121,
"AUT","GHG","GHG_CAP","2005","KG_HAB","3",,11.215,
"AUT","GHG","GHG_CAP","2006","KG_HAB","3",,10.877,
"AUT","GHG","GHG_CAP","2007","KG_HAB","3",,10.521,
"AUT","GHG","GHG_CAP","2008","KG_HAB","3",,10.408,
"AUT","GHG","GHG_CAP","2009","KG_HAB","3",,9.594,
"AUT","GHG","GHG_CAP","2010","KG_HAB","3",,10.078,
"AUT","GHG","GHG_CAP","2011","KG_HAB","3",,9.755,
"AUT","GHG","GHG_CAP","2012","KG_HAB","3",,9.387,
"AUT","GHG","GHG_CAP","2013","KG_HAB","3",,9.391,
"AUT","GHG","GHG_CAP","2014","KG_HAB","3",,8.901,
"AUT","GHG","GHG_CAP","2015","KG_HAB","3",,9.091,
"AUT","GHG","GHG_CAP","2016","KG_HAB","3",,9.1,
"AUT","GHG","GHG_CAP","2017","KG_HAB","3",,9.327,
"AUT","CO2","TOTAL","1990","T_CO2_EQVT","3",,62322.641,
"AUT","CO2","TOTAL","1991","T_CO2_EQVT","3",,65931.473,
"AUT","CO2","TOTAL","1992","T_CO2_EQVT","3",,60441.603,
"AUT","CO2","TOTAL","1993","T_CO2_EQVT","3",,60806.132,
"AUT","CO2","TOTAL","1994","T_CO2_EQVT","3",,61199.346,
"AUT","CO2","TOTAL","1995","T_CO2_EQVT","3",,64268.216,
"AUT","CO2","TOTAL","1996","T_CO2_EQVT","3",,67693.639,
"AUT","CO2","TOTAL","1997","T_CO2_EQVT","3",,67463.628,
"AUT","CO2","TOTAL","1998","T_CO2_EQVT","3",,67066.653,
"AUT","CO2","TOTAL","1999","T_CO2_EQVT","3",,65737.031,
"AUT","CO2","TOTAL","2000","T_CO2_EQVT","3",,66312.842,
"AUT","CO2","TOTAL","2001","T_CO2_EQVT","3",,70274.685,
"AUT","CO2","TOTAL","2002","T_CO2_EQVT","3",,72124.006,
"AUT","CO2","TOTAL","2003","T_CO2_EQVT","3",,77799.097,
"AUT","CO2","TOTAL","2004","T_CO2_EQVT","3",,77920.834,
"AUT","CO2","TOTAL","2005","T_CO2_EQVT","3",,79394.85,
"AUT","CO2","TOTAL","2006","T_CO2_EQVT","3",,77061.035,
"AUT","CO2","TOTAL","2007","T_CO2_EQVT","3",,74468.96,
"AUT","CO2","TOTAL","2008","T_CO2_EQVT","3",,73727,
"AUT","CO2","TOTAL","2009","T_CO2_EQVT","3",,67723.782,
"AUT","CO2","TOTAL","2010","T_CO2_EQVT","3",,72228.293,
"AUT","CO2","TOTAL","2011","T_CO2_EQVT","3",,70142.56,
"AUT","CO2","TOTAL","2012","T_CO2_EQVT","3",,67577.134,
"AUT","CO2","TOTAL","2013","T_CO2_EQVT","3",,68161.18,
"AUT","CO2","TOTAL","2014","T_CO2_EQVT","3",,64467.368,
"AUT","CO2","TOTAL","2015","T_CO2_EQVT","3",,66732.862,
"AUT","CO2","TOTAL","2016","T_CO2_EQVT","3",,67314.878,
"AUT","CO2","TOTAL","2017","T_CO2_EQVT","3",,69978.847,
"AUT","CH4","TOTAL","1990","T_CO2_EQVT","3",,10363.023,
"AUT","CH4","TOTAL","1991","T_CO2_EQVT","3",,10242.807,
"AUT","CH4","TOTAL","1992","T_CO2_EQVT","3",,9959.979,
"AUT","CH4","TOTAL","1993","T_CO2_EQVT","3",,9877.126,
"AUT","CH4","TOTAL","1994","T_CO2_EQVT","3",,9589.887,
"AUT","CH4","TOTAL","1995","T_CO2_EQVT","3",,9518.293,
"AUT","CH4","TOTAL","1996","T_CO2_EQVT","3",,9215.884,
"AUT","CH4","TOTAL","1997","T_CO2_EQVT","3",,8916.964,
"AUT","CH4","TOTAL","1998","T_CO2_EQVT","3",,8739.563,
"AUT","CH4","TOTAL","1999","T_CO2_EQVT","3",,8561.911,
"AUT","CH4","TOTAL","2000","T_CO2_EQVT","3",,8395.574,
"AUT","CH4","TOTAL","2001","T_CO2_EQVT","3",,8236.398,
"AUT","CH4","TOTAL","2002","T_CO2_EQVT","3",,8095.312,
"AUT","CH4","TOTAL","2003","T_CO2_EQVT","3",,8033.32,
"AUT","CH4","TOTAL","2004","T_CO2_EQVT","3",,8034.618,
"AUT","CH4","TOTAL","2005","T_CO2_EQVT","3",,7747.818,
"AUT","CH4","TOTAL","2006","T_CO2_EQVT","3",,7647.8,
